DOI,Titulo,Autores,Ano,Publicacao,Tipo,URL,Resumo
10.1145/3784013.3784016,An Adaptive Multimodal Information Extraction Framework for Educational Question Banks Based on Large Language Models,Yimin Zhao; Xiaohui Zhang; Xia Li; Yongxin Zhang; Shuo Wu; Yanhui Ding,2025,"Proceedings of the 2025 2nd Symposium on Big Data, Neural Networks, and Deep Learning",proceedings-article,https://doi.org/10.1145/3784013.3784016,
10.1145/3711542.3711551,Enhancing Multimodal Tweet Analysis Accuracy through Integration of CLIP Model and Multi-layer Attention Mechanism,Yupu Liu; Kazuyuki Matsumoto,2024,Proceedings of the 2024 8th International Conference on Natural Language Processing and Information Retrieval,proceedings-article,https://doi.org/10.1145/3711542.3711551,
10.1145/3765515.3771732,Computing Transformation: From Large Language Model to Agentic AI,Kun Tan,2025,Proceedings of the 21st International Conference on emerging Networking EXperiments and Technologies,proceedings-article,https://doi.org/10.1145/3765515.3771732,
10.1145/3543507.3587431,CAM: A Large Language Model-based Creative Analogy Mining Framework,Bhavya Bhavya; Jinjun Xiong; Chengxiang Zhai,2023,Proceedings of the ACM Web Conference 2023,proceedings-article,https://doi.org/10.1145/3543507.3587431,
10.1145/3735358.3737819,Efficient loT Malicious Traffic Detection via Large Language Model Optimization,Aodi Liu; Ruoshui Chen,2025,Proceedings of the 9th Asia-Pacific Workshop on Networking,proceedings-article,https://doi.org/10.1145/3735358.3737819,
10.1145/3712256.3726450,LAOS: Large Language Model-Driven Adaptive Operator Selection for Evolutionary Algorithms,Yisong Zhang; Guoxing Yi,2025,Proceedings of the Genetic and Evolutionary Computation Conference,proceedings-article,https://doi.org/10.1145/3712256.3726450,
10.1145/3728422,Proceedings of the 3rd International Workshop on Large Generative Models Meet Multimodal Applications,,2025,,proceedings,https://doi.org/10.1145/3728422,
10.1145/3676536.3676750,FabGPT: An Efficient Large Multimodal Model for Complex Wafer Defect Knowledge Queries,Yuqi Jiang; Xudong Lu; Qian Jin; Qi Sun; Hanming Wu; Cheng Zhuo,2024,Proceedings of the 43rd IEEE/ACM International Conference on Computer-Aided Design,proceedings-article,https://doi.org/10.1145/3676536.3676750,
10.1145/3757110.3757163,Construction and Implementation of a High School Chinese Literature Imagery Deconstruction Model Based on Multimodal Transformers,Shanchuan Zeng; Fei Lei,2025,"Proceedings of the 2025 2nd International Conference on Modeling, Natural Language Processing and Machine Learning",proceedings-article,https://doi.org/10.1145/3757110.3757163,
10.1145/3607827.3616839,Multimodal Data Augmentation for Image Captioning using Diffusion Models,Changrong Xiao; Sean Xin Xu; Kunpeng Zhang,2023,Proceedings of the 1st Workshop on Large Generative Models Meet Multimodal Applications,proceedings-article,https://doi.org/10.1145/3607827.3616839,
10.1145/3746027.3758266,Argus Inspection: Do Multimodal Large Language Models Possess the Eye of Panoptes?,Yang Yao; Lingyu Li; Jiaxin Song; Chiyu Chen; Zhenqi He; Yixu Wang; Xin Wang; Tianle Gu; Jie Li; Yan Teng; Yingchun Wang,2025,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,https://doi.org/10.1145/3746027.3758266,
10.1145/3689217.3690616,Towards Large Language Model (LLM) Forensics Using LLM-based Invocation Log Analysis,Maxim Chernyshev; Zubair Baig; Robin Ram Mohan Doss,2023,Proceedings of the 1st ACM Workshop on Large AI Systems and Models with Privacy and Safety Analysis,proceedings-article,https://doi.org/10.1145/3689217.3690616,
10.1145/3774904.3792706,Navigating Truth in Multimodal Fact-checking via Retrieval- and Reasoning-Enhanced Large Language Models,Fanrui Zhang; Qiang Zhang; Jianwen Sun; Chuanhao Li; Jiaxin Ai; Yukang Feng; Zizhen Li; Kaipeng Zhang; Jiawei Liu; Zheng-Jun Zha,2026,Proceedings of the ACM Web Conference 2026,proceedings-article,https://doi.org/10.1145/3774904.3792706,
10.1145/3644116.3644294,"ZhongJing: A Locally Deployed Large Language Model for Traditional Chinese Medicine and Corresponding Evaluation Methodology: A Large Language Model for data fine-tuning in the field of Traditional Chinese Medicine, and a new evaluation method called TCMEval are proposed",Jinyang Zhu; Qingyue Gong; Chunfang Zhou; Huidan Luan,2023,Proceedings of the 2023 4th International Symposium on Artificial Intelligence for Medicine Science,proceedings-article,https://doi.org/10.1145/3644116.3644294,
10.1145/3746027.3755433,MQuant: Unleashing the Inference Potential of Multimodal Large Language Models via Static Quantization,Jiangyong Yu; Sifan Zhou; Dawei Yang; Shuoyu Li; Shuo Wang; Xing Hu; Chen Xu; Zukang Xu; Changyong Shu; Zhihang Yuan,2025,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,https://doi.org/10.1145/3746027.3755433,
10.1145/3696630.3731471,Enhancing Large Language Model Integration in Integrated Development Environments,Daniele Cipollone,2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,proceedings-article,https://doi.org/10.1145/3696630.3731471,
10.1145/3746027.3754585,OCR-Critic: Aligning Multimodal Large Language Models' Perception through Critical Feedback,Qiuna Tan; Runqi Qiao; Guanting Dong; YiFan Zhang; Minhui Wu; Jiapeng Wang; Miaoxuan Zhang; Yida Xu; Chong Sun; Chen Li; Honggang Zhang,2025,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,https://doi.org/10.1145/3746027.3754585,
10.1145/3678957.3685729,Multimodal User Enjoyment Detection in Human-Robot Conversation: The Power of Large Language Models,Andre Pereira; Lubos Marcinek; Jura Miniota; Sofia Thunberg; Erik Lagerstedt; Joakim Gustafson; Gabriel Skantze; Bahar Irfan,2024,International Conference on Multimodel Interaction,proceedings-article,https://doi.org/10.1145/3678957.3685729,
10.1145/3728422.3762150,LGM3A '25 Keynote Talk -- On Path to Multimodal Generalist: General-Level and General-Bench,Hao Fei,2025,Proceedings of the 3rd International Workshop on Large Generative Models Meet Multimodal Applications,proceedings-article,https://doi.org/10.1145/3728422.3762150,
10.1145/3691620.3695020,WaDec: Decompiling WebAssembly Using Large Language Model,Xinyu She; Yanjie Zhao; Haoyu Wang,2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,proceedings-article,https://doi.org/10.1145/3691620.3695020,
10.1145/3689217.3690614,Have You Merged My Model? On The Robustness of Large Language Model IP Protection Methods Against Model Merging,Tianshuo Cong; Delong Ran; Zesen Liu; Xinlei He; Jinyuan Liu; Yichen Gong; Qi Li; Anyu Wang; Xiaoyun Wang,2023,Proceedings of the 1st ACM Workshop on Large AI Systems and Models with Privacy and Safety Analysis,proceedings-article,https://doi.org/10.1145/3689217.3690614,
10.1145/3672197.3673434,Kgent: Kernel Extensions Large Language Model Agent,Yusheng Zheng; Yiwei Yang; Maolin Chen; Andrew Quinn,2024,Proceedings of the SIGCOMM Workshop on eBPF and Kernel Extensions,proceedings-article,https://doi.org/10.1145/3672197.3673434,
10.1145/3688866.3696056,"LGM
            <sup>3</sup>
            A '24: the 2nd Workshop on Large Generative Models Meet Multimodal Applications",Shihao Xu; Yiyang Luo; Justin Dauwels; Andy Khong; Zheng Wang; Qianqian Chen; Chen Cai; Wei Shi; Tat-Seng Chua,2024,Proceedings of the 2nd Workshop on Large Generative Models Meet Multimodal Applications,proceedings-article,https://doi.org/10.1145/3688866.3696056,
10.1145/3591196.3596818,CausalMapper: Challenging designers to think in systems with Causal Maps and Large Language Model,Ziheng Huang; Kexin Quan; Joel Chan; Stephen MacNeil,2023,Creativity and Cognition,proceedings-article,https://doi.org/10.1145/3591196.3596818,
10.1145/3715275.3732129,DeceptiLens: an Approach supporting Transparency in Deceptive Pattern Detection based on a Multimodal Large Language Model,Emre Kocyigit; Arianna Rossi; Anastasia Sergeeva; Claudia Negri Ribalta; Ali Farjami; Gabriele Lenzini,2025,"Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",proceedings-article,https://doi.org/10.1145/3715275.3732129,
10.1145/3652620.3676877,Software Modeling Assistance with Large Language Models,Meriem Ben Chaaben,2024,Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,proceedings-article,https://doi.org/10.1145/3652620.3676877,
10.1145/3649329.3657353,RTLFixer: Automatically Fixing RTL Syntax Errors with Large Language Model,Yunda Tsai; Mingjie Liu; Haoxing Ren,2024,Proceedings of the 61st ACM/IEEE Design Automation Conference,proceedings-article,https://doi.org/10.1145/3649329.3657353,
10.1145/3746027.3755744,Reasoning Like Experts: Leveraging Multimodal Large Language Models for Drawing-based Psychoanalysis,Xueqi Ma; Yanbei Jiang; Sarah Erfani; James Bailey; Weifeng Liu; Krista A. Ehinger; Jey Han Lau,2025,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,https://doi.org/10.1145/3746027.3755744,
10.1145/3698385.3699871,"Data Collection, Analysis and Application of Multimodal Human Gait Information",Wenjing Gao; Weiwei Ma; Cheng Zhou; Xingzhao Cao; Liming Hu; Guochang Wang; Aiyun Li,2024,Proceedings of the First International Workshop on IoT Datasets for Multi-modal Large Model,proceedings-article,https://doi.org/10.1145/3698385.3699871,
10.1145/3805622.3810624,Benchmarking Gaslighting Negation Attacks Against Multimodal Large Language Models,Bin Zhu; Yinxuan Gui; Huiyan Qi; Jingjing Chen; Chong-Wah Ngo; Ee-Peng Lim,2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,proceedings-article,https://doi.org/10.1145/3805622.3810624,
10.1145/3675094.3678494,Exploring Large-Scale Language Models to Evaluate EEG-Based Multimodal Data for Mental Health,Yongquan Hu; Shuning Zhang; Ting Dang; Hong Jia; Flora D. Salim; Wen Hu; Aaron J. Quigley,2024,Companion of the 2024 on ACM International Joint Conference on Pervasive and Ubiquitous Computing,proceedings-article,https://doi.org/10.1145/3675094.3678494,
10.1145/3696630.3728561,A Multimodal Intelligent Change Assessment Framework for Microservice Systems Based on Large Language Models,Yongqian Sun; Tinghua Zheng; Xidao Wen; Weihua Kuang; Heng Liu; Shenglin Zhang; Chao Shen; Bo Wu; Dan Pei,2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,proceedings-article,https://doi.org/10.1145/3696630.3728561,
10.1145/3703187.3703238,Research on Inference and Training Acceleration of Large Language Model,Qianyu Chen,2024,Proceedings of the 2024 7th International Conference on Computer Information Science and Artificial Intelligence,proceedings-article,https://doi.org/10.1145/3703187.3703238,
10.1145/3744464.3744477,Multimodal model of cultural relics based on multi-layer attention visual encoding and distributed language computing framework,ZiYuan Xu; DanJie Xu; Feng Shen; BiRui Zhao,2025,Proceedings of the 2nd International Conference on Machine Intelligence and Digital Applications,proceedings-article,https://doi.org/10.1145/3744464.3744477,
10.1145/3764727.3764731,QF-LLM: Financial Sentiment Analysis with Quantized Large Language Model,Qiqi Lei; Taozheng Zhu,2025,Proceedings of the 2025 International Conference on Artificial Intelligence and Digital Finance,proceedings-article,https://doi.org/10.1145/3764727.3764731,
10.1145/3757377.3763857,LLM-Primitives: Large Language Model for 3D Reconstruction with Primitives,Kuan Tian; Zhihao Hu; Yonghang Guan; Jun Zhang,2025,Proceedings of the SIGGRAPH Asia 2025 Conference Papers,proceedings-article,https://doi.org/10.1145/3757377.3763857,
10.1145/3633637.3633648,PatternGPT :A Pattern-Driven Framework for Large Language Model Text Generation,Le Xiao; Xin Shan; Xiaolin Chen,2023,2023 12th International Conference on Computing and Pattern Recognition,proceedings-article,https://doi.org/10.1145/3633637.3633648,
10.1145/3746252.3760854,Monte Carlo Tree Search for Graph Reasoning in Large Language Model Agents,Lihui Liu,2025,Proceedings of the 34th ACM International Conference on Information and Knowledge Management,proceedings-article,https://doi.org/10.1145/3746252.3760854,
10.1145/3729605.3729639,Park Message Recommendation System Based on Large Language Model And Evaluation Metrics,Qingpu Zhang,2025,Proceedings of the 2025 International Conference on Big Data and Informatization Education,proceedings-article,https://doi.org/10.1145/3729605.3729639,
10.1145/3689031.3696086,Stateful Large Language Model Serving with Pensieve,Lingfan Yu; Jinkun Lin; Jinyang Li,2025,Proceedings of the Twentieth European Conference on Computer Systems,proceedings-article,https://doi.org/10.1145/3689031.3696086,
10.1145/3626253.3635408,SQL Query Evaluation with Large Language Model and Abstract Syntax Trees,Lili Xiang,2024,Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,proceedings-article,https://doi.org/10.1145/3626253.3635408,
10.1145/3642970.3655835,Deferred Continuous Batching in Resource-Efficient Large Language Model Serving,Yongjun He; Yao Lu; Gustavo Alonso,2024,Proceedings of the 4th Workshop on Machine Learning and Systems,proceedings-article,https://doi.org/10.1145/3642970.3655835,
10.1145/3731806.3731861,Automated Scenario Generation for Autonomous Robots using Large Language Model,Kyoji Tanaka; Kenji Hisazumi,2025,Proceedings of the 2025 14th International Conference on Software and Computer Applications,proceedings-article,https://doi.org/10.1145/3731806.3731861,
10.1145/3646548.3672581,Variability Management for Large Language Model Tasks: Practical Insights from an Industrial Application,Kentaro Yoshimura; Haruki Oishi,2024,28th ACM International Systems and Software Product Line Conference,proceedings-article,https://doi.org/10.1145/3646548.3672581,
10.1145/3606039.3613109,Exploring the Power of Cross-Contextual Large Language Model in Mimic Emotion Prediction,Guofeng Yi; Yuguang Yang; Yu Pan; Yuhang Cao; Jixun Yao; Xiang Lv; Cunhang Fan; Zhao Lv; Jianhua Tao; Shan Liang; Heng Lu,2023,"Proceedings of the 4th on Multimodal Sentiment Analysis Challenge and Workshop: Mimicked Emotions, Humour and Personalisation",proceedings-article,https://doi.org/10.1145/3606039.3613109,
10.1145/3816046.3816233,Sycophantic Metacognition: Investigating the Dunning-Kruger Effect in Large Language Model Self-Assessment,Manuel Delaflor; Carlos Toxtli,2026,Proceedings of the 8th ACM Conference on Conversational User Interfaces,proceedings-article,https://doi.org/10.1145/3816046.3816233,
10.1145/3796722,MLlm-DR: Towards Explainable Depression Recognition with MultiModal Large Language Models,Wei Zhang; Juan Chen; En Zhu; Wenhong Cheng; Yunpeng Li; Yuhan Li; Yanbo J Wang,2026,"ACM Transactions on Multimedia Computing, Communications, and Applications",journal-article,https://doi.org/10.1145/3796722,"Clinical depression diagnosis relies heavily on both verbal and non-verbal cues in patient interviews, yet existing automated methods often operate as black-box models and fail to provide trustworthy explanations, limiting their clinical applicability. Moreover, depression datasets commonly impose strict privacy constraints that prohibit access to raw audio–visual data, and the deployment of large LLMs in real-world medical environments is often constrained by computational cost limitations. To address these challenges, we propose MLlm-DR, a multimodal large language model for explainable depression recognition. We first employ knowledge distillation to transfer high-quality diagnostic rationales from a powerful LLMs to a smaller, deployable LLMs, thereby equipping it with clinically aligned reasoning abilities. We further introduce a lightweight query module (LQ-former) that extracts salient depression-related cues from pre-extracted audio and visual features and maps them into an LLM-compatible representation. MLlm-DR is trained in two stages: multimodal alignment via LQ-former pretraining, followed by multi-task optimization that jointly learns rationale generation and score regression, encouraging consistency and improving interpretability. Experimental results show that MLlm-DR achieves state-of-the-art performance on two interview-based benchmark datasets, CMDC and E-DAIC-WOZ, while simultaneously generating clinically meaningful and readable explanations."
10.1145/3680528.3687688,Anim-Director: A Large Multimodal Model Powered Agent for Controllable Animation Video Generation,Yunxin Li; Haoyuan Shi; Baotian Hu; Longyue Wang; Jiashun Zhu; Jinyi Xu; Zhen Zhao; Min Zhang,2024,SIGGRAPH Asia 2024 Conference Papers,proceedings-article,https://doi.org/10.1145/3680528.3687688,
10.1145/3830081,Synergizing Large Language Model and Knowledge Graph for Cold-Start Recommendation,Haobo Zhang; Qiannan Zhu; Zhicheng Dou,2026,ACM Transactions on Information Systems,journal-article,https://doi.org/10.1145/3830081,"The cold-start item problem in recommendation systems has long been challenging and widely studied because there is no interaction data for cold-start items. This makes it difficult to obtain effective representations of these items and leads to a decline in the recommendation performance. The state-of-the-art methods in cold-start recommendation mainly leverage LLMs to extract relevant semantic information from the content of cold items to enrich their representation. However, LLM-based methods often generate incorrect information due to the lack of sufficient factual knowledge and groundings. Instead, KG contains factual knowledge about users and items and can provide LLMs with more comprehensive groundings. Therefore, we propose a novel framework, namely SCSRec, which synergizes both LLM and KG to generate high-quality interaction simulation data for cold items and further enhances the performance of cold-start recommendations. It mainly generates high-quality cold item representations with the synergy of LLM and KG for interaction simulation and uses the interactions to train the recommendation model. Specifically, first, to obtain high-quality representations, we synergize the LLM and KG using a dual-enhanced method. We use the LLM to enrich the descriptions of entities and complete the structural information of cold items to obtain a KG with rich information. Then we extract entities’ sub-graphs as factual knowledge and groundings for LLM representation generation. Next, we introduce an Adaptive Expert Synergy Module to deeply integrate and synergize the LLM-based representations and the KG-based representations of users and items. Based on the integrated high-quality embedding, we use the similarity between items and users to generate simulated interactions for cold items. Finally, we combine the simulation data with the interaction data of warm items from the dataset to jointly train the recommender and enhance the performance of cold-start recommendations. Experimental results on three public datasets show that our model outperforms existing state-of-the-art methods in the scenarios of warm, cold, and overall recommendations."
